,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
405,Grand View University,1,1788.0,Minimally difficult,93.0,3.30,520.0,500.0,40388.0,,,27608.0,,,9178.0,79.0,22872.0,34436.0
406,Granite State College,0,1758.0,Noncompetitive,100.0,Not reported,,,,,,,7761.0,8745.0,,,,
407,Great Basin College,0,3362.0,Noncompetitive,61.0,Not reported,,,,11735.0,18513.0,,3015.0,9793.0,,,2502.0,
408,Great Lakes Christian College,1,225.0,Minimally difficult,,Not reported,,,,,,,,,,,,
409,Green Mountain College,1,,Moderately difficult,,Not reported,,,,,,,,,,,,
410,Greensboro College,1,894.0,Minimally difficult,41.0,3.35,19.5,520.0,39940.0,,,29140.0,,,10800.0,71.0,22151.0,43509.0
411,Grinnell College,1,1712.0,Very difficult,29.0,Not reported,720.0,690.0,68102.0,,,52392.0,,,12810.0,100.0,50145.0,18694.0
412,Grove City College,1,2338.0,Moderately difficult,93.0,3.67,565.0,631.0,30380.0,,,18470.0,,,10060.0,52.0,8385.0,41690.0
413,Guilford College,1,1674.0,Moderately difficult,91.0,3.19,510.5,513.0,48919.0,,,34215.0,,,10222.0,90.0,29257.0,35392.0
414,Gustavus Adolphus College,1,2201.0,Very difficult,68.0,3.60,,,57270.0,,,45100.0,,,9910.0,96.0,44057.0,34655.0
415,Gwynedd Mercy University,1,2033.0,Moderately difficult,92.0,3.16,505.0,520.0,51546.0,,,34580.0,,,12470.0,74.0,27092.0,44763.0
416,Hamilton College,1,1915.0,Very difficult,21.0,Not reported,725.0,705.0,72890.0,,,56530.0,,,14360.0,100.0,50181.0,20582.0
417,Hamline University,1,2106.0,Moderately difficult,67.0,3.46,570.0,600.0,54056.0,,,42774.0,,,10592.0,83.0,33449.0,33341.0
418,Hampden-Sydney College,1,1072.0,Moderately difficult,59.0,3.45,570.0,584.0,63602.0,,,46890.0,,,13712.0,80.0,33289.0,33777.0
419,Hampshire College,1,1268.0,Moderately difficult,63.0,Not reported,,,65386.0,,,50030.0,,,13606.0,95.0,44452.0,28150.0
420,Hampton University,1,3799.0,Moderately difficult,36.0,3.68,515.0,535.0,40560.0,,,25442.0,,,11218.0,54.0,5867.0,33095.0
421,Hannibal-LaGrange University,1,911.0,Minimally difficult,,Not reported,,,32078.0,,,22750.0,,,8108.0,,,
422,Hanover College,1,1104.0,Moderately difficult,79.0,3.66,570.0,575.0,53750.0,,,38750.0,,,11950.0,90.0,32789.0,30665.0
423,Harding University,1,3974.0,Moderately difficult,68.0,3.64,580.0,600.0,30466.0,,,19640.0,,,7004.0,81.0,13747.0,33954.0
424,Hardin-Simmons University,1,1765.0,Moderately difficult,84.0,3.52,540.0,543.0,43966.0,,,30140.0,,,9850.0,80.0,25810.0,36053.0
425,Harrisburg University of Science and Technology,1,511.0,Minimally difficult,,2.92,,,34100.0,,,23900.0,,,,69.0,22054.0,34547.0
426,Harris-Stowe State University,0,1442.0,Noncompetitive,40.0,2.65,,,,15879.0,20511.0,,5388.0,10020.0,9491.0,0.0,8032.0,0.0
427,Hartwick College,1,1176.0,Moderately difficult,89.0,86.3,510.0,500.0,61556.0,,,46926.0,,,12830.0,82.0,40326.0,27653.0
428,Harvey Mudd College,1,844.0,Most difficult,15.0,Not reported,775.0,745.0,75003.0,,,56626.0,,,18127.0,100.0,46502.0,31594.0
429,Hastings College,1,1183.0,Moderately difficult,71.0,Not reported,,,44678.0,,,30050.0,,,9700.0,81.0,22540.0,27784.0
430,Haverford College,1,1310.0,Most difficult,19.0,Not reported,735.0,710.0,73902.0,,,54592.0,,,16402.0,100.0,55623.0,11000.0
431,Hawaii Pacific University,1,3560.0,Moderately difficult,75.0,3.50,540.0,559.0,44334.0,,,25980.0,,,14800.0,50.0,19107.0,27481.0
432,Heidelberg University,1,1059.0,Moderately difficult,76.0,3.33,,,44400.0,,,31000.0,,,10400.0,82.0,28018.0,35872.0
433,Henderson State University,0,3066.0,Moderately difficult,66.0,3.23,,,,20931.0,22581.0,,8311.0,9961.0,7320.0,45.0,9279.0,20638.0
434,Hendrix College,1,1238.0,Very difficult,80.0,3.93,620.0,635.0,62174.0,,,45790.0,,,12284.0,,,27786.0
435,Heritage Christian University,1,63.0,Noncompetitive,100.0,Not reported,,,,,,,,,,93.0,11446.0,
436,Heritage University,1,861.0,Not reported,,,,,,,,17824.0,,,,57.0,8475.0,11909.0
437,High Point University,1,4545.0,Moderately difficult,77.0,3.30,590.0,589.0,52998.0,,,35118.0,,,14130.0,57.0,16524.0,39597.0
438,Hilbert College,1,746.0,Minimally difficult,81.0,3.20,490.0,520.0,31750.0,,,22350.0,,,9350.0,76.0,16942.0,19613.0
439,Hillsdale College,1,1468.0,Very difficult,36.0,3.89,672.5,693.0,42103.0,,,27578.0,,,11000.0,60.0,18074.0,32199.0
440,Hiram College,1,1244.0,Moderately difficult,58.0,3.36,530.0,538.0,49743.0,,,36358.0,,,10290.0,73.0,32029.0,37771.0
441,Hobart and William Smith Colleges,1,2237.0,Very difficult,61.0,3.37,,,71400.0,,,55255.0,,,14035.0,82.0,41441.0,33205.0
442,Hodges University,1,1487.0,Minimally difficult,,Not reported,,,,,,14180.0,,,,70.0,9275.0,17775.0
443,Hofstra University,1,6701.0,Moderately difficult,63.0,3.64,620.0,618.0,64458.0,,,45700.0,,,15708.0,72.0,34000.0,
444,Hollins University,1,676.0,Moderately difficult,48.0,3.73,572.5,630.0,56940.0,,,40010.0,,,13930.0,85.0,37586.0,33408.0
445,Holy Apostles College and Seminary,1,166.0,Noncompetitive,100.0,Not reported,537.5,530.0,,,,9670.0,,,,,,
446,Holy Cross College,1,601.0,Moderately difficult,91.0,3.20,,,,,,,,,,,,
447,Holy Family University,1,2093.0,Minimally difficult,71.0,3.13,,,47310.0,,,30346.0,,,13576.0,81.0,25350.0,36609.0
448,Holy Names University,1,591.0,Moderately difficult,53.0,Not reported,,,57663.0,,,39316.0,,,13190.0,28.0,18950.0,10500.0
449,Hood College,1,1092.0,Moderately difficult,71.0,3.34,,,58450.0,,,41060.0,,,12880.0,76.0,32979.0,35237.0
450,Hope College,1,3150.0,Moderately difficult,84.0,3.86,600.0,605.0,46960.0,,,34010.0,,,10310.0,80.0,28043.0,35635.0
451,Hope International University,1,726.0,Moderately difficult,28.0,3.24,505.0,500.0,49047.0,,,33400.0,,,10490.0,26.0,20427.0,33016.0
452,Houghton College,1,1043.0,Moderately difficult,75.0,3.25,,,41776.0,,,32488.0,,,9288.0,61.0,21632.0,32861.0
453,Houston Baptist University,1,2316.0,Moderately difficult,69.0,3.42,555.0,500.0,46826.0,,,32530.0,,,8814.0,72.0,28730.0,33667.0
454,Howard Payne University,1,990.0,Moderately difficult,59.0,3.30,,512.0,40372.0,,,28090.0,,,8386.0,75.0,20353.0,34875.0
455,Howard University,1,6883.0,Moderately difficult,49.0,3.33,,,40651.0,,,26756.0,,,13895.0,63.0,14968.0,26181.0
456,Humboldt State University,0,7195.0,Minimally difficult,75.0,3.27,525.0,543.0,,25598.0,37478.0,,7676.0,19556.0,13562.0,69.0,13926.0,23368.0
457,Huntingdon College,1,1102.0,Moderately difficult,56.0,3.43,540.0,548.0,39235.0,,,27400.0,,,9500.0,67.0,19451.0,32201.0
458,Huntington University,1,996.0,Moderately difficult,90.0,3.44,,,34848.0,,,26180.0,,,8668.0,71.0,20385.0,32515.0
459,Husson University,1,2763.0,Moderately difficult,80.0,3.27,,,31280.0,,,17600.0,,,9830.0,65.0,15351.0,33412.0
460,Huston-Tillotson University,1,1053.0,Moderately difficult,30.0,Not reported,470.0,475.0,23414.0,,,14346.0,,,7568.0,,,
461,Idaho State University,0,10416.0,Minimally difficult,100.0,3.25,510.0,26.0,,21111.0,35887.0,,7166.0,21942.0,7024.0,46.0,8111.0,29167.0
462,Illinois College,1,983.0,Moderately difficult,76.0,3.50,540.0,544.0,43870.0,,,33090.0,,,9280.0,89.0,29210.0,32156.0
463,Illinois Institute of Technology,1,2991.0,Moderately difficult,53.0,3.98,,,65386.0,,,47296.0,,,12762.0,86.0,43023.0,32671.0
464,Illinois State University,0,18330.0,Minimally difficult,89.0,3.37,,,,29758.0,41282.0,,14516.0,26040.0,9850.0,43.0,11555.0,30240.0
465,Illinois Wesleyan University,1,1649.0,Very difficult,61.0,3.74,,,61020.0,,,47636.0,,,10984.0,87.0,40150.0,35077.0
466,Immaculata University,1,1504.0,Moderately difficult,81.0,3.39,546.5,577.0,45870.0,,,27350.0,,,12620.0,60.0,16990.0,48174.0
467,Indiana Institute of Technology,1,7170.0,Moderately difficult,70.0,2.98,515.0,520.0,36920.0,,,26900.0,,,10020.0,69.0,21959.0,41844.0
468,Indiana State University,0,10951.0,Moderately difficult,90.0,3.17,500.0,518.0,,23146.0,33892.0,,9090.0,19836.0,10590.0,82.0,10645.0,26833.0
469,Indiana University Bloomington,0,33301.0,Moderately difficult,77.0,3.72,630.0,620.0,,24779.0,49554.0,,10681.0,35456.0,10466.0,71.0,14209.0,28352.0
470,Indiana University East,0,3379.0,Moderately difficult,65.0,3.22,500.0,520.0,,,,,7344.0,19400.0,,71.0,9126.0,22790.0
471,Indiana University Kokomo,0,2912.0,Minimally difficult,80.0,3.25,515.0,520.0,,,,,7344.0,19400.0,,67.0,8435.0,23454.0
472,Indiana University Northwest,0,3534.0,Minimally difficult,80.0,3.03,495.0,500.0,,,,,7344.0,19400.0,,69.0,8496.0,27466.0
473,Indiana University of Pennsylvania,0,9215.0,Minimally difficult,93.0,Not reported,500.0,517.0,,28745.0,33065.0,,12979.0,17299.0,12592.0,55.0,10634.0,39284.0
474,Indiana University South Bend,0,4707.0,Moderately difficult,82.0,3.20,510.0,520.0,,19966.0,32022.0,,7344.0,19400.0,,65.0,9085.0,25293.0
475,Indiana University Southeast,0,4659.0,Minimally difficult,85.0,3.25,515.0,540.0,,20838.0,32894.0,,7344.0,19400.0,,64.0,8338.0,21910.0
476,Indiana Wesleyan University,1,2799.0,Moderately difficult,72.0,3.61,,,37760.0,,,25980.0,,,8312.0,92.0,30090.0,30355.0
477,Iona College,1,3287.0,Moderately difficult,88.0,3.00,535.0,550.0,,,,37972.0,,,,15.0,27155.0,32396.0
478,Ithaca College,1,6101.0,Moderately difficult,69.0,Not reported,619.0,628.0,64377.0,,,45274.0,,,15856.0,92.0,39395.0,39913.0
479,Jackson State University,0,5331.0,Minimally difficult,69.0,3.10,,,,17498.0,28726.0,,7946.0,19174.0,9552.0,54.0,12592.0,29864.0
480,Jacksonville State University,0,7561.0,Moderately difficult,53.0,3.35,,,,,,,10930.0,20764.0,,0.0,9298.0,
481,Jacksonville University,1,2920.0,Moderately difficult,90.0,3.27,500.0,510.0,56695.0,,,38140.0,,,14330.0,89.0,31575.0,
482,James Madison University,0,19975.0,Very difficult,75.0,Not reported,580.0,600.0,,26230.0,42944.0,,11386.0,28100.0,10092.0,34.0,9808.0,29189.0
483,Jarvis Christian College,1,,Minimally difficult,54.0,2.77,,,,,,,,,,81.0,10530.0,29296.0
484,Jefferson College of Health Sciences,1,800.0,Moderately difficult,,3.33,505.0,540.0,45686.0,,,26866.0,,,9514.0,,,
485,John Brown University,1,1972.0,Moderately difficult,76.0,3.72,580.0,615.0,39802.0,,,26928.0,,,9224.0,80.0,22528.0,27732.0
486,John Carroll University,1,3026.0,Moderately difficult,85.0,3.55,530.0,536.0,57789.0,,,41340.0,,,11874.0,79.0,31122.0,33508.0
487,John Jay College of Criminal Justice,0,12916.0,Moderately difficult,55.0,2.87,485.0,505.0,,,,,7270.0,14940.0,,85.0,8697.0,
488,John Paul the Great Catholic University,1,286.0,Moderately difficult,90.0,3.43,535.0,579.0,40614.0,,,27000.0,,,,45.0,18335.0,
489,Johns Hopkins University,1,5374.0,Most difficult,11.0,3.93,780.0,735.0,73066.0,,,53740.0,,,15836.0,100.0,47492.0,25697.0
490,Johnson University,1,814.0,Moderately difficult,98.0,3.43,550.0,560.0,28960.0,,,16060.0,,,6700.0,63.0,11285.0,24353.0
491,Judson College,1,374.0,Moderately difficult,63.0,3.49,,,29100.0,,,18510.0,,,10590.0,,,
492,Judson University,1,1034.0,Moderately difficult,75.0,3.44,535.0,534.0,43980.0,,,29870.0,,,10290.0,63.0,22414.0,39724.0
493,Juniata College,1,1423.0,Moderately difficult,70.0,3.76,600.0,597.0,62125.0,,,47075.0,,,12800.0,87.0,38656.0,31156.0
494,Kalamazoo College,1,1467.0,Very difficult,73.0,3.84,615.0,640.0,63176.0,,,50412.0,,,10134.0,94.0,44862.0,32226.0
495,Kansas City Art Institute,1,663.0,Moderately difficult,67.0,Not reported,550.0,605.0,56700.0,,,38400.0,,,10400.0,69.0,28520.0,37096.0
496,Kansas State University,0,18488.0,Minimally difficult,95.0,3.50,,,,24953.0,40457.0,,10383.0,25887.0,9680.0,81.0,13500.0,28318.0
497,Kansas Wesleyan University,1,668.0,Moderately difficult,35.0,3.40,540.0,540.0,42700.0,,,29500.0,,,9800.0,62.0,20665.0,34526.0
498,Kean University,0,11824.0,Moderately difficult,86.0,3.00,490.0,495.0,,30475.0,37510.0,,12348.0,19383.0,14470.0,80.0,11285.0,33407.0
499,Keene State College,0,3780.0,Moderately difficult,83.0,2.98,505.0,530.0,,27988.0,36952.0,,14212.0,23176.0,11026.0,65.0,13334.0,39687.0
500,Kendall College,1,1200.0,Minimally difficult,84.0,2.93,,,,,,,,,,56.0,19817.0,
501,Kennesaw State University,0,32274.0,Moderately difficult,58.0,3.38,,,,26733.0,40459.0,,7432.0,21158.0,11467.0,44.0,13087.0,25525.0
502,Kent State University,0,23178.0,Moderately difficult,88.0,3.38,,,,26306.0,35008.0,,10012.0,18714.0,11362.0,61.0,11414.0,32800.0
503,Kentucky Christian University,1,602.0,Moderately difficult,48.0,3.16,,,,,,,,,,,,30578.0
504,Kentucky State University,0,1757.0,Not reported,45.0,,,,,17120.0,28028.0,,7796.0,18704.0,6690.0,68.0,14963.0,27331.0
505,Kentucky Wesleyan College,1,785.0,Moderately difficult,67.0,3.30,,,43041.0,,,26080.0,,,9764.0,,,24150.0
506,Kenyon College,1,1677.0,Most difficult,34.0,3.90,676.5,685.0,71710.0,,,55930.0,,,12510.0,100.0,44844.0,26271.0
507,Kettering College,1,741.0,Moderately difficult,50.0,3.41,,,20300.0,,,16200.0,,,,,,
508,Kettering University,1,1889.0,Very difficult,70.0,3.66,650.0,620.0,51730.0,,,43490.0,,,8240.0,66.0,25386.0,
509,Keuka College,1,1730.0,Moderately difficult,94.0,Not reported,,,43899.0,,,32043.0,,,11856.0,58.0,22739.0,12403.0
510,Keystone College,1,1340.0,Minimally difficult,,2.92,,,41770.0,,,26720.0,,,11900.0,70.0,18996.0,
511,Knox College,1,1333.0,Very difficult,74.0,3.61,610.0,610.0,60136.0,,,48168.0,,,10068.0,92.0,41039.0,32212.0
512,Kutztown University of Pennsylvania,0,7489.0,Moderately difficult,74.0,3.20,520.0,538.0,,25284.0,29142.0,,10802.0,14660.0,10334.0,38.0,8732.0,40864.0
513,Kuyper College,1,160.0,Moderately difficult,68.0,2.98,495.0,455.0,31896.0,,,21989.0,,,7285.0,61.0,16611.0,25555.0
514,La Salle University,1,3904.0,Moderately difficult,81.0,3.35,525.0,544.0,47640.0,,,30710.0,,,15080.0,73.0,32533.0,37002.0
515,La Sierra University,1,1842.0,Minimally difficult,49.0,3.34,,,43892.0,,,33570.0,,,8415.0,,,
516,Lafayette College,1,2642.0,Very difficult,29.0,3.51,682.5,663.0,74006.0,,,55002.0,,,16254.0,100.0,49256.0,26341.0
517,LaGrange College,1,877.0,Moderately difficult,48.0,3.52,540.0,557.0,46130.0,,,30500.0,,,11630.0,75.0,25829.0,35094.0
518,Lake Erie College,1,955.0,Moderately difficult,63.0,3.09,,,41330.0,,,31422.0,,,9908.0,79.0,25607.0,38234.0
519,Lake Forest College,1,1492.0,Moderately difficult,58.0,3.62,605.0,609.0,62850.0,,,48424.0,,,10676.0,,,
520,Lake Superior State University,0,2432.0,Moderately difficult,90.0,3.26,,,,,,,,,,61.0,13985.0,28075.0
521,Lakeview College of Nursing,1,236.0,Moderately difficult,,Not reported,,,,,,15450.0,,,,0.0,,
522,Lamar University,0,8904.0,Minimally difficult,86.0,3.28,510.0,531.0,,24470.0,36920.0,,10192.0,22642.0,8920.0,,,35651.0
523,Lancaster Bible College,1,1688.0,Minimally difficult,57.0,3.10,,,37370.0,,,24970.0,,,8750.0,85.0,22476.0,33465.0
524,Lander University,0,2969.0,Moderately difficult,42.0,3.66,,,,24500.0,34100.0,,11700.0,21300.0,8900.0,65.0,4616.0,16450.0
525,Lane College,1,1427.0,Minimally difficult,50.0,2.56,,,21700.0,,,10690.0,,,7360.0,,12591.0,
526,Langston University,0,2009.0,Moderately difficult,61.0,2.79,,,,20444.0,27794.0,,5950.0,13300.0,10094.0,48.0,10170.0,39681.0
527,Lasell College,1,1674.0,Moderately difficult,80.0,3.00,535.0,540.0,56500.0,,,37000.0,,,16000.0,71.0,31472.0,41476.0
528,Lawrence Technological University,1,2172.0,Moderately difficult,78.0,3.44,585.0,570.0,49428.0,,,33570.0,,,9950.0,71.0,24707.0,32735.0
529,Lawrence University,1,1472.0,Very difficult,62.0,3.46,670.0,670.0,62166.0,,,49122.0,,,10719.0,95.0,43087.0,31136.0
530,Le Moyne College,1,2788.0,Moderately difficult,64.0,3.49,580.0,581.0,51100.0,,,34625.0,,,13780.0,79.0,27784.0,35686.0
531,Lebanon Valley College,1,1744.0,Moderately difficult,78.0,3.64,585.0,589.0,57110.0,,,44910.0,,,12200.0,82.0,35597.0,43880.0
532,Lee University,1,4883.0,Moderately difficult,83.0,3.65,535.0,580.0,32500.0,,,18770.0,,,8325.0,58.0,14730.0,32039.0
533,Lees-McRae College,1,966.0,Minimally difficult,57.0,3.50,,,44146.0,,,27521.0,,,10870.0,72.0,25136.0,
534,Lehigh University,1,5075.0,Most difficult,25.0,Not reported,690.0,659.0,68595.0,,,52930.0,,,13600.0,97.0,49915.0,35109.0
535,LeMoyne-Owen College,1,945.0,Minimally difficult,100.0,2.50,,,24296.0,,,11196.0,,,6100.0,54.0,12938.0,28288.0
536,Lenoir-Rhyne University,1,1699.0,Moderately difficult,74.0,3.28,540.0,535.0,52920.0,,,36400.0,,,12510.0,77.0,32145.0,30156.0
537,Lesley University,1,2208.0,Moderately difficult,76.0,3.24,545.5,588.0,46080.0,,,28500.0,,,16230.0,80.0,20931.0,23000.0
538,LeTourneau University,1,2801.0,Moderately difficult,46.0,3.58,605.0,600.0,45566.0,,,31270.0,,,9970.0,74.0,24867.0,36643.0
539,Lewis University,1,4506.0,Moderately difficult,54.0,3.48,550.0,546.0,46758.0,,,32450.0,,,10578.0,92.0,30715.0,35284.0
540,Lewis-Clark State College,0,3633.0,Minimally difficult,99.0,3.10,,,,14198.0,26816.0,,6618.0,19236.0,7580.0,76.0,8670.0,27370.0
541,Liberty University,1,13560.0,Minimally difficult,53.0,3.52,535.0,588.0,42886.0,,,24906.0,,,10540.0,55.0,14865.0,22836.0
542,Life Pacific College,1,514.0,Minimally difficult,100.0,2.91,,,,,,,,,,,,
543,Life University,1,898.0,Minimally difficult,37.0,2.90,475.0,490.0,,,,13194.0,,,,27.0,9100.0,45000.0
544,LIM College,1,1503.0,Minimally difficult,83.0,2.98,525.0,535.0,52250.0,,,27810.0,,,20840.0,38.0,12672.0,40085.0
545,Limestone College,1,2279.0,Minimally difficult,44.0,3.27,520.0,530.0,40304.0,,,26300.0,,,9900.0,56.0,18274.0,30562.0
546,Lincoln Christian University,1,415.0,Moderately difficult,62.0,3.40,475.0,512.0,25404.0,,,13200.0,,,7564.0,57.0,15063.0,26654.0
547,Lincoln Memorial University,1,1919.0,Moderately difficult,61.0,3.47,,,34650.0,,,21480.0,,,7770.0,87.0,24123.0,18038.0
548,Lindenwood University,1,6529.0,Moderately difficult,88.0,3.25,540.0,540.0,31300.0,,,18100.0,,,9200.0,79.0,18160.0,33611.0
549,Lindsey Wilson College,1,2068.0,Minimally difficult,92.0,3.33,,,40478.0,,,24850.0,,,9385.0,,,28870.0
550,Linfield College,1,1376.0,Moderately difficult,81.0,3.68,550.0,560.0,59452.0,,,44062.0,,,12670.0,85.0,38668.0,34792.0
551,Lipscomb University,1,2938.0,Moderately difficult,60.0,3.71,590.0,600.0,51454.0,,,33424.0,,,13280.0,67.0,24862.0,32369.0
552,Livingstone College,1,1175.0,Minimally difficult,72.0,2.32,,,24750.0,,,17763.0,,,6596.0,,,
553,Logan University,1,126.0,Not reported,100.0,,,,,,,8350.0,,,,50.0,12539.0,
554,Loma Linda University,1,1232.0,Moderately difficult,,Not reported,,,,,,,,,,0.0,,28245.0
555,Longwood University,0,4386.0,Moderately difficult,92.0,3.37,510.0,542.0,,28064.0,43424.0,,13340.0,28700.0,11026.0,71.0,11109.0,29904.0
556,Loras College,1,1393.0,Moderately difficult,93.0,3.37,555.5,539.0,46754.0,,,35218.0,,,8425.0,84.0,28823.0,30864.0
557,Louisiana College,1,1004.0,Moderately difficult,78.0,3.32,555.0,437.0,26913.0,,,17000.0,,,5618.0,71.0,15785.0,25885.0
558,Louisiana State University,0,25361.0,Moderately difficult,74.0,3.43,590.0,593.0,,30360.0,47037.0,,11950.0,28627.0,11830.0,65.0,15490.0,26821.0
559,Louisiana State University Health Sciences Center,0,921.0,Not reported,,,,,,19437.0,26219.0,,8308.0,15090.0,,,,
560,Louisiana Tech University,0,11281.0,Moderately difficult,62.0,3.70,,,,21267.0,30180.0,,9645.0,18558.0,6495.0,79.0,11729.0,23659.0
561,Lourdes University,1,1125.0,Moderately difficult,89.0,3.26,,,37036.0,,,22480.0,,,10100.0,,15391.0,
562,Loyola Marymount University,1,6700.0,Very difficult,47.0,3.81,650.0,646.0,68864.0,,,48172.0,,,15185.0,69.0,31143.0,32262.0
563,Loyola University Chicago,1,11919.0,Moderately difficult,68.0,3.68,600.0,613.0,63573.0,,,45543.0,,,14780.0,84.0,36602.0,35509.0
564,Loyola University Maryland,1,4104.0,Moderately difficult,66.0,3.42,,,65105.0,,,49085.0,,,14430.0,88.0,29785.0,
565,Loyola University New Orleans,1,2982.0,Moderately difficult,94.0,3.51,555.0,597.0,55666.0,,,40592.0,,,13548.0,79.0,34391.0,31341.0
566,Lubbock Christian University,1,1439.0,Moderately difficult,90.0,3.58,532.5,553.0,37660.0,,,23330.0,,,7940.0,63.0,14738.0,39288.0
567,Luther College,1,2053.0,Moderately difficult,65.0,3.71,592.5,575.0,55805.0,,,42290.0,,,9460.0,94.0,41151.0,35809.0
568,Lycoming College,1,1142.0,Moderately difficult,66.0,3.46,549.0,555.0,58059.0,,,41626.0,,,13008.0,86.0,46430.0,
569,Lynn University,1,2204.0,Moderately difficult,85.0,3.03,519.0,528.0,57823.0,,,38210.0,,,12170.0,52.0,22362.0,32533.0
570,Lyon College,1,672.0,Moderately difficult,64.0,3.57,576.5,556.5,42400.0,,,28790.0,,,9110.0,74.0,23396.0,26353.0
571,Macalester College,1,2174.0,Very difficult,41.0,Not reported,715.0,691.0,71553.0,,,56292.0,,,12592.0,100.0,48261.0,24880.0
572,MacMurray College,1,552.0,Moderately difficult,54.0,3.33,,,37150.0,,,27710.0,,,9440.0,83.0,23570.0,36877.0
573,Madonna University,1,2440.0,Moderately difficult,78.0,3.30,525.0,540.0,38600.0,,,23100.0,,,11450.0,48.0,6981.0,
574,Maharishi University of Management,1,324.0,Moderately difficult,64.0,Not reported,,,26330.0,,,16530.0,,,7400.0,89.0,23963.0,22691.0
575,Maine College of Art,1,369.0,Not reported,,,,,,,,,,,,,,
576,Maine Maritime Academy,0,1037.0,Moderately difficult,79.0,Not reported,,,,,,,,,,36.0,7750.0,40909.0
577,Malone University,1,1333.0,Moderately difficult,66.0,3.30,,530.0,44560.0,,,30860.0,,,9500.0,82.0,27862.0,32495.0
578,Manchester University,1,1191.0,Moderately difficult,59.0,3.41,,,46412.0,,,33624.0,,,10050.0,86.0,31865.0,33838.0
579,Manhattan Christian College,1,327.0,Minimally difficult,60.0,Not reported,,,,,,,,,,75.0,16727.0,16572.0
580,Manhattan College,1,3654.0,Moderately difficult,75.0,3.40,580.0,585.0,60987.0,,,42087.0,,,15600.0,80.0,,35000.0
581,Manhattan School of Music,1,389.0,Very difficult,45.0,3.55,,,,,,,,,,,,
582,Manhattanville College,1,1588.0,Moderately difficult,90.0,3.17,560.0,559.0,56440.0,,,39570.0,,,14520.0,63.0,28455.0,31237.0
583,Mansfield University of Pennsylvania,0,1599.0,Moderately difficult,92.0,3.36,515.0,531.0,,28770.0,38220.0,,12330.0,21780.0,11998.0,87.0,1501.0,52243.0
584,Marietta College,1,1065.0,Moderately difficult,93.0,3.43,520.0,550.0,50164.0,,,36040.0,,,11330.0,100.0,37285.0,40196.0
585,Marist College,1,5670.0,Very difficult,46.0,3.30,615.0,618.0,61620.0,,,40525.0,,,17970.0,73.0,28377.0,39035.0
586,Marlboro College,1,183.0,Moderately difficult,97.0,3.09,,,56495.0,,,40840.0,,,12385.0,86.0,39044.0,28381.0
587,Marquette University,1,8435.0,Moderately difficult,82.0,Not reported,615.0,620.0,,,,,,,13200.0,79.0,32266.0,37175.0
588,Mars Hill University,1,1395.0,Moderately difficult,61.0,3.24,,,42560.0,,,32968.0,,,9592.0,69.0,17572.0,27775.0
589,Marshall University,0,9593.0,Moderately difficult,91.0,3.49,495.0,554.0,,21965.0,32451.0,,8128.0,18614.0,10450.0,50.0,12633.0,27420.0
590,Martin Luther College,1,885.0,Moderately difficult,89.0,3.46,580.0,585.0,27230.0,,,15870.0,,,6260.0,73.0,12885.0,27116.0
591,Martin Methodist College,1,924.0,Minimally difficult,,Not reported,,,,,,,,,,89.0,6750.0,14200.0
592,Martin University,1,1074.0,Noncompetitive,96.0,Not reported,,,,,,,,,,95.0,8231.0,28600.0
593,Mary Baldwin University,1,1137.0,Moderately difficult,95.0,3.57,520.0,561.0,44025.0,,,31085.0,,,9410.0,96.0,30973.0,37097.0
594,Marygrove College,1,,Not reported,,,,,,,,,,,,,,
595,Maryland Institute College of Art,1,1714.0,Very difficult,64.0,3.47,595.0,608.0,65100.0,,,48630.0,,,13280.0,,,17472.0
596,Marymount California University,1,735.0,Minimally difficult,96.0,2.99,526.5,544.0,55684.0,,,36134.0,,,14666.0,65.0,32244.0,25905.0
597,Marymount Manhattan College,1,2063.0,Moderately difficult,78.0,3.46,545.0,541.0,61327.0,,,35628.0,,,18199.0,51.0,19713.0,36417.0
598,Marymount University,1,2287.0,Moderately difficult,91.0,3.26,525.0,541.0,48795.0,,,31465.0,,,13190.0,65.0,25607.0,33856.0
599,Maryville College,1,1181.0,Moderately difficult,49.0,3.52,525.0,529.0,49978.0,,,34880.0,,,11424.0,81.0,33549.0,12654.0
600,Marywood University,1,1950.0,Moderately difficult,75.0,3.51,545.0,559.0,52913.0,,,35906.0,,,13957.0,81.0,28539.0,41210.0
601,Massachusetts College of Art and Design,0,1931.0,Moderately difficult,71.0,3.45,,,,30200.0,53400.0,,13200.0,36400.0,13500.0,,8187.0,26792.0
602,Massachusetts College of Liberal Arts,0,1277.0,Moderately difficult,74.0,3.20,545.0,565.0,,25965.0,34910.0,,10559.0,19504.0,10980.0,78.0,16354.0,30212.0
603,Massachusetts Institute of Technology,1,4602.0,Most difficult,7.0,Not reported,790.0,741.0,73160.0,,,53790.0,,,16390.0,100.0,50626.0,22696.0
604,Massachusetts Maritime Academy,0,1709.0,Moderately difficult,89.0,3.15,565.0,562.0,,25653.0,42031.0,,9728.0,26106.0,12675.0,67.0,14603.0,37414.0
605,Mayville State University,0,1056.0,Noncompetitive,57.0,2.99,,,,13907.0,16640.0,,6667.0,9400.0,7240.0,74.0,10549.0,28518.0
