,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
1399,The University of Texas of the Permian Basin,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1400,The University of the Arts,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1401,The University of Tulsa,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1402,The University of Utah,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1403,The University of Virginia's College at Wise,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1404,The University of West Alabama,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1405,The University of West Los Angeles,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1406,The Wright Institute,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1407,Thiel College,1.0,30574,Most difficult,17,3.91,715.0,700.0,44300,,,31700,,,12600,66,24533,37932
1408,Thomas Aquinas College,1.0,30574,Most difficult,17,3.91,715.0,700.0,33400,,,25000,,,8400,100,20691,18317
1409,Thomas College,1.0,30574,Most difficult,17,3.91,715.0,700.0,37750,,,26900,,,10850,85,24575,39817
1410,Thomas Edison State University,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1411,Thomas Jefferson School of Law,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1412,Thomas Jefferson University,1.0,30574,Most difficult,17,3.91,715.0,700.0,58105,,,40501,,,13465,83,36481,40100
1413,Thomas More College of Liberal Arts,1.0,30574,Most difficult,17,3.91,715.0,700.0,33500,,,21600,,,9700,73,18012,26828
1414,Thomas More University,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1415,Thomas University,1.0,30574,Most difficult,17,3.91,715.0,700.0,25980,,,16940,,,7040,Not reported,Not reported,Not reported
1416,Tiffin University,1.0,30574,Most difficult,17,3.91,715.0,700.0,42650,,,26110,,,11540,68,20810,38036
1417,Toccoa Falls College,1.0,30574,Most difficult,17,3.91,715.0,700.0,38104,,,23184,,,8496,66,19169,Not reported
1418,Tougaloo College,1.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,Not reported,,,Not reported,80,10500,25000
1419,Touro College,1.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,17900,,,Not reported,43,11102,Not reported
1420,Touro University California,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1421,Towson University,0.0,30574,Most difficult,17,3.91,715.0,700.0,,27520.0,231456.0,,10306.0,214242.0,13034,58,11247,27295
1422,Transylvania University,1.0,30574,Most difficult,17,3.91,715.0,700.0,52310,,,38750,,,10460,81,30261,33037
1423,Trevecca Nazarene University,1.0,30574,Most difficult,17,3.91,715.0,700.0,38382,,,26098,,,8900,Not reported,Not reported,24249
1424,Trine University,1.0,30574,Most difficult,17,3.91,715.0,700.0,47786,,,32176,,,10810,78,28453,36421
1425,Trinity Bible College,1.0,30574,Most difficult,17,3.91,715.0,700.0,20720,,,16320,,,4400,Not reported,Not reported,Not reported
1426,Trinity Christian College,1.0,30574,Most difficult,17,3.91,715.0,700.0,43325,,,30950,,,9950,78,23576,29978
1427,Trinity College,1.0,30574,Most difficult,17,3.91,715.0,700.0,74260,,,56910,,,14750,100,50836,25958
1428,Trinity College of Florida,1.0,30574,Most difficult,17,3.91,715.0,700.0,27165,,,16340,,,6975,76,15108,38898
1429,Trinity College of Nursing & Health Sciences,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1430,Trinity International University,1.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,Not reported,,,Not reported,89,20998,23864
1431,Trinity University,1.0,30574,Most difficult,17,3.91,715.0,700.0,58840,,,42976,,,13464,98,41719,42036
1432,Trinity Washington University,1.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,Not reported,,,Not reported,70,15793,29875
1433,Tri-State Bible College,1.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,Not reported,,,Not reported,Not reported,Not reported,Not reported
1434,Trocaire College,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1435,Troy University,0.0,30574,Most difficult,17,3.91,715.0,700.0,,20645.0,31060.0,,12460.0,22875.0,8185,Not reported,3067,28363
1436,Truett McConnell University,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1437,Truman State University,0.0,30574,Most difficult,17,3.91,715.0,700.0,Not available ch,,,Not reported,,,9012,86,13393,24938
1438,Tufts University,1.0,30574,Most difficult,17,3.91,715.0,700.0,73500,,,56382,,,14560,100,49416,28014
1439,Tulane University,1.0,30574,Most difficult,17,3.91,715.0,700.0,74464,,,56800,,,16464,96,45672,41767
1440,Tusculum College,1.0,30574,Most difficult,17,3.91,715.0,700.0,40780,,,24860,,,9190,83,20594,33916
1441,Tuskegee University,1.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,Not reported,,,Not reported,85,20500,26500
1442,Uniformed Services University of the Health Sciences,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1443,Union College,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1444,"Union College, Kentucky",,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1445,"Union College, Nebraska",,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1446,Union Institute & University,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1447,Union University,1.0,30574,Most difficult,17,3.91,715.0,700.0,53440,,,32890,,,10200,77,31403,49824
1448,United States Air Force Academy,0.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,Not reported,,,Not reported,Not reported,Not reported,Not reported
1449,United States Coast Guard Academy,0.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,Not reported,,,Not reported,Not reported,Not reported,Not reported
1450,United States Merchant Marine Academy,0.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,Not reported,,,Not reported,Not reported,Not reported,Not reported
1451,United States Military Academy,0.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,Not reported,,,Not reported,Not reported,Not reported,Not reported
1452,United States Naval Academy,0.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,Not reported,,,Not reported,Not reported,Not reported,Not reported
1453,United States Sports Academy,1.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,15972,,,Not reported,Not reported,Not reported,Not reported
1454,United States University,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1455,Unity College,1.0,30574,Most difficult,17,3.91,715.0,700.0,39870,,,29160,,,10710,71,21099,Not reported
1456,"University at Albany, State University of New York",,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1457,"University at Buffalo, State University of New York",,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1458,University of Advancing Technology,1.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,Not reported,,,Not reported,Not reported,9000,Not reported
1459,University of Akron,0.0,30574,Most difficult,17,3.91,715.0,700.0,,26086.0,34617.0,,10270.0,18801.0,12296,56,9343,32033
1460,University of Alabama at Birmingham,0.0,30574,Most difficult,17,3.91,715.0,700.0,,28478.0,42398.0,,10710.0,24630.0,11682,62,6910,31129
1461,University of Alaska Anchorage,0.0,30574,Most difficult,17,3.91,715.0,700.0,,26580.0,42750.0,,7688.0,23858.0,12200,69,9685,27188
1462,University of Alaska Fairbanks,0.0,30574,Most difficult,17,3.91,715.0,700.0,,22380.0,38550.0,,8800.0,24970.0,8930,Not reported,Not reported,22155
1463,University of Alaska Southeast,0.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,Not reported,,,Not reported,59,3205,25090
1464,University of Arkansas,0.0,30574,Most difficult,17,3.91,715.0,700.0,,25500.0,41538.0,,9130.0,25168.0,11020,55,9442,25778
1465,University of Arkansas - Fort Smith,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1466,University of Arkansas at Little Rock,0.0,30574,Most difficult,17,3.91,715.0,700.0,,15330.0,27331.0,,9430.0,21431.0,5900,Not reported,13731,Not reported
1467,University of Arkansas at Monticello,0.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,Not reported,,,Not reported,Not reported,Not reported,Not reported
1468,University of Arkansas at Pine Bluff,0.0,30574,Most difficult,17,3.91,715.0,700.0,,19412.0,25742.0,,7408.0,13738.0,7672,65,7569,Not reported
1469,University of Arkansas for Medical Sciences,0.0,30574,Most difficult,17,3.91,715.0,700.0,,15707.0,23483.0,,8147.0,15923.0,Not reported,Not reported,Not reported,7000
1470,University of Baltimore,0.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,Not reported,,,Not reported,Not reported,Not reported,Not reported
1471,University of Bridgeport,1.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,32860,,,Not reported,63,30815,21200
1472,"University of California, Berkeley",,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1473,"University of California, Davis",,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1474,"University of California, Hastings College of the Law",,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1475,"University of California, Irvine",,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1476,"University of California, Los Angeles",,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1477,"University of California, Merced",,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1478,"University of California, Riverside",,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1479,"University of California, San Diego",,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1480,"University of California, San Francisco",,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1481,"University of California, Santa Barbara",,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1482,"University of California, Santa Cruz",,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1483,University of Central Arkansas,0.0,30574,Most difficult,17,3.91,715.0,700.0,,22562.0,29085.0,,8751.0,15274.0,6854,Not reported,Not reported,Not reported
1484,University of Central Florida,0.0,30574,Most difficult,17,3.91,715.0,700.0,,22155.0,38254.0,,6368.0,22467.0,9617,64,10706,22722
1485,University of Central Missouri,0.0,30574,Most difficult,17,3.91,715.0,700.0,,16439.0,23208.0,,7673.0,14442.0,8766,64,8853,27481
1486,University of Central Oklahoma,0.0,30574,Most difficult,17,3.91,715.0,700.0,,15537.0,26424.0,,7487.0,18374.0,8050,62,10459,26939
1487,University of Charleston,1.0,30574,Most difficult,17,3.91,715.0,700.0,44480,,,30900,,,9180,Not reported,Not reported,Not reported
1488,University of Chicago,1.0,30574,Most difficult,17,3.91,715.0,700.0,78555,,,57006,,,16350,100,57948,19817
1489,University of Cincinnati,0.0,30574,Most difficult,17,3.91,715.0,700.0,,27476.0,42810.0,,11000.0,26334.0,11340,44,8688,25877
1490,University of Colorado Boulder,0.0,30574,Most difficult,17,3.91,715.0,700.0,,31276.0,56030.0,,12532.0,37286.0,14418,80,15922,23207
1491,University of Colorado Colorado Springs,0.0,30574,Most difficult,17,3.91,715.0,700.0,,27563.0,41993.0,,10463.0,24893.0,10500,45,8555,25205
1492,University of Colorado Denver,0.0,30574,Most difficult,17,3.91,715.0,700.0,,31269.0,51879.0,,11395.0,32005.0,12620,48,10025,20975
1493,University of Connecticut,0.0,30574,Most difficult,17,3.91,715.0,700.0,,32404.0,54772.0,,15730.0,38098.0,12874,60,15174,Not reported
1494,University of Dallas,1.0,30574,Most difficult,17,3.91,715.0,700.0,60572,,,43652,,,12760,83,33139,35993
1495,University of Dayton,1.0,30574,Most difficult,17,3.91,715.0,700.0,61900,,,44100,,,14050,82,30717,37533
1496,University of Delaware,0.0,30574,Most difficult,17,3.91,715.0,700.0,,29342.0,49972.0,,13680.0,34310.0,12862,Not reported,Not reported,34144
1497,University of Denver,1.0,30574,Most difficult,17,3.91,715.0,700.0,67656,,,50556,,,13005,88,41860,31526
1498,University of Detroit Mercy,1.0,30574,Most difficult,17,3.91,715.0,700.0,42510,,,28840,,,9780,79,24759,44180
1499,University of Dubuque,1.0,30574,Most difficult,17,3.91,715.0,700.0,43890,,,34110,,,9780,67,28840,26346
1500,University of Evansville,1.0,30574,Most difficult,17,3.91,715.0,700.0,52190,,,36416,,,12460,87,34086,35837
1501,University of Florida,0.0,30574,Most difficult,17,3.91,715.0,700.0,,21131.0,42348.0,,6381.0,27598.0,9910,99,15909,21800
1502,University of Georgia,0.0,30574,Most difficult,17,3.91,715.0,700.0,,26688.0,45262.0,,11830.0,30404.0,10038,79,14351,22872
1503,University of Hartford,1.0,30574,Most difficult,17,3.91,715.0,700.0,56599,,,40694,,,12476,70,29713,Not reported
1504,University of Hawaii at Hilo,0.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,Not reported,,,Not reported,78,11198,23515
1505,University of Hawaii at Manoa,0.0,30574,Most difficult,17,3.91,715.0,700.0,,28855.0,50887.0,,11970.0,34002.0,12686,72,15567,24593
1506,University of Hawaii-West Oahu,0.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,,7512.0,20472.0,Not reported,Not reported,6630,17079
1507,University of Holy Cross,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1508,University of Houston,0.0,30574,Most difficult,17,3.91,715.0,700.0,,26031.0,41694.0,,11273.0,26936.0,9368,62,13785,24018
1509,University of Houston-Clear Lake,0.0,30574,Most difficult,17,3.91,715.0,700.0,,19538.0,35728.0,,7574.0,23764.0,Not reported,64,11771,Not reported
1510,University of Houston-Downtown,0.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,,8186.0,20846.0,Not reported,46,10230,26811
1511,University of Houston-Victoria,0.0,30574,Most difficult,17,3.91,715.0,700.0,,15460.0,27910.0,,7730.0,20180.0,7730,76,12217,6382
1512,University of Idaho,0.0,30574,Most difficult,17,3.91,715.0,700.0,,21350.0,38986.0,,7864.0,25500.0,8880,80,14016,24764
1513,University of Illinois at Chicago,0.0,30574,Most difficult,17,3.91,715.0,700.0,,27474.0,40330.0,,13614.0,26470.0,10960,59,14438,27668
1514,University of Illinois at Springfield,0.0,30574,Most difficult,17,3.91,715.0,700.0,,27373.0,36898.0,,11813.0,21338.0,11660,81,16910,22248
1515,University of Illinois at Urbana-Champaign,0.0,30574,Most difficult,17,3.91,715.0,700.0,,31216.0,47336.0,,15868.0,31988.0,11308,68,17394,25550
1516,University of Indianapolis,1.0,30574,Most difficult,17,3.91,715.0,700.0,44430,,,29688,,,10288,70,23551,36666
1517,University of Iowa,0.0,30574,Most difficult,17,3.91,715.0,700.0,,20664.0,42630.0,,9492.0,31458.0,11172,64,16141,28691
1518,University of Jamestown,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1519,University of Kansas,0.0,30574,Most difficult,17,3.91,715.0,700.0,,25654.0,41864.0,,11148.0,27358.0,10350,79,16992,28112
1520,University of Kentucky,0.0,30574,Most difficult,17,3.91,715.0,700.0,,30265.0,47119.0,,12245.0,29099.0,12982,56,14445,32437
1521,University of La Verne,1.0,30574,Most difficult,17,3.91,715.0,700.0,63450,,,44500,,,13190,66,32510,33384
1522,University of Louisiana at Lafayette,0.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,Not reported,,,Not reported,72,7771,Not reported
1523,University of Louisiana at Monroe,0.0,30574,Most difficult,17,3.91,715.0,700.0,,16602.0,28702.0,,8734.0,20834.0,7868,74,8124,Not reported
1524,University of Louisville,0.0,30574,Most difficult,17,3.91,715.0,700.0,,27812.0,43434.0,,11656.0,27278.0,9058,64,14369,24631
1525,University of Lynchburg,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1526,University of Maine at Augusta,0.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,,7988.0,17918.0,Not reported,53,7632,30457
1527,University of Maine at Farmington,0.0,30574,Most difficult,17,3.91,715.0,700.0,,23460.0,32940.0,,10016.0,19496.0,9626,86,15380,31529
1528,University of Maine at Fort Kent,0.0,30574,Most difficult,17,3.91,715.0,700.0,,18735.0,22935.0,,8115.0,12315.0,8220,74,10644,24096
1529,University of Maine at Machias,0.0,30574,Most difficult,17,3.91,715.0,700.0,,19516.0,31156.0,,7726.0,19366.0,8490,80,14303,25702
1530,University of Maine at Presque Isle,0.0,30574,Most difficult,17,3.91,715.0,700.0,,20220.0,24510.0,,8364.0,12654.0,8406,86,12543,20248
1531,University of Mary,1.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,17710,,,Not reported,Not reported,Not reported,Not reported
1532,University of Mary Hardin-Baylor,1.0,30574,Most difficult,17,3.91,715.0,700.0,39666,,,26890,,,8446,61,19450,38369
1533,University of Mary Washington,0.0,30574,Most difficult,17,3.91,715.0,700.0,,22748.0,37338.0,,11630.0,26220.0,11118,43,10651,32820
1534,University of Maryland,0.0,30574,Most difficult,17,3.91,715.0,700.0,,26796.0,51417.0,,10595.0,35216.0,12429,66,12528,28511
1535,University of Maryland Eastern Shore,0.0,30574,Most difficult,17,3.91,715.0,700.0,,25797.0,36207.0,,8558.0,18968.0,11189,47,4835,9861
1536,University of Maryland University College,0.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,,7296.0,12336.0,Not reported,28,5570,Not reported
1537,"University of Maryland, Baltimore",,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1538,"University of Maryland, Baltimore County",,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1539,University of Massachusetts Amherst,0.0,30574,Most difficult,17,3.91,715.0,700.0,,31674.0,50357.0,,15887.0,34570.0,13202,82,17866,31897
1540,University of Massachusetts Boston,0.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,,14167.0,33966.0,Not reported,86,16581,27109
1541,University of Massachusetts Dartmouth,0.0,30574,Most difficult,17,3.91,715.0,700.0,,30375.0,45595.0,,13921.0,29141.0,13582,82,17203,29000
1542,University of Massachusetts Lowell,0.0,30574,Most difficult,17,3.91,715.0,700.0,,30550.0,48197.0,,15180.0,32827.0,12748,89,16799,32744
1543,University of Massachusetts Medical School,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1544,University of Miami,1.0,30574,Most difficult,17,3.91,715.0,700.0,68460,,,50226,,,14108,95,41626,22000
1545,University of Michigan,0.0,30574,Most difficult,17,3.91,715.0,700.0,,30298.0,64386.0,,15262.0,49350.0,11534,91,26945,27224
1546,University of Michigan-Dearborn,0.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,,12472.0,24706.0,Not reported,79,12529,25909
1547,University of Michigan-Flint,0.0,30574,Most difficult,17,3.91,715.0,700.0,,25517.0,36275.0,,11820.0,22578.0,8769,71,12075,29386
1548,University of Minnesota,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1549,University of Mississippi,0.0,30574,Most difficult,17,3.91,715.0,700.0,,24812.0,40076.0,,8290.0,23554.0,10502,78,13614,31086
1550,University of Mississippi Medical Center,0.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,Not reported,,,Not reported,Not reported,Not reported,8000
1551,University of Missouri,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1552,University of Missouri-Kansas City,0.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,,9884.0,25011.0,Not reported,62,11574,25438
1553,University of Missouri-St. Louis,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1554,University of Mobile,1.0,30574,Most difficult,17,3.91,715.0,700.0,32730,,,23030,,,9700,67,19353,30029
1555,University of Montevallo,0.0,30574,Most difficult,17,3.91,715.0,700.0,,24796.0,37816.0,,12760.0,25780.0,7836,60,12601,29391
1556,University of Mount Olive,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1557,University of Mount Union,1.0,30574,Most difficult,17,3.91,715.0,700.0,44935,,,31700,,,10500,80,23612,32680
1558,University of Nebraska at Kearney,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1559,University of Nebraska at Omaha,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1560,University of Nebraska Medical Center,0.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,Not reported,,,Not reported,Not reported,Not reported,29188
1561,University of Nebraska-Lincoln,0.0,30574,Most difficult,17,3.91,715.0,700.0,,24912.0,40707.0,,9154.0,24949.0,11430,78,15238,22676
1562,"University of Nevada, Las Vegas",,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1563,"University of Nevada, Reno",,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1564,University of New England,1.0,30574,Most difficult,17,3.91,715.0,700.0,55760,,,37620,,,13990,Not reported,24747,40683
1565,University of New Hampshire,0.0,30574,Most difficult,17,3.91,715.0,700.0,,33758.0,49138.0,,18499.0,33879.0,11588,79,24716,40293
1566,University of New Haven,1.0,30574,Most difficult,17,3.91,715.0,700.0,57770,,,39270,,,15900,60,24790,48673
1567,University of New Mexico,0.0,30574,Most difficult,17,3.91,715.0,700.0,,22328.0,37972.0,,7322.0,22966.0,9864,Not reported,Not reported,21635
1568,University of New Orleans,0.0,30574,Most difficult,17,3.91,715.0,700.0,,25224.0,30060.0,,8772.0,13608.0,10712,67,9946,20723
1569,University of North Alabama,0.0,30574,Most difficult,17,3.91,715.0,700.0,,22370.0,30680.0,,10370.0,18680.0,7700,50,8735,28283
1570,University of North Carolina at Asheville,0.0,30574,Most difficult,17,3.91,715.0,700.0,,21067.0,37389.0,,7937.0,24259.0,9380,78,12746,22545
1571,University of North Carolina at Chapel Hill,0.0,30574,Most difficult,17,3.91,715.0,700.0,,24294.0,51473.0,,9046.0,36225.0,11526,100,18325,22466
1572,University of North Carolina at Charlotte,0.0,30574,Most difficult,17,3.91,715.0,700.0,,22553.0,35987.0,,7044.0,20478.0,11100,55,9280,28050
1573,University of North Carolina at Greensboro,0.0,30574,Most difficult,17,3.91,715.0,700.0,,19895.0,35054.0,,7319.0,22478.0,9038,76,12296,27088
1574,University of North Carolina at Pembroke,0.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,,1241.0,5241.0,Not reported,64,8852,26048
1575,University of North Carolina School of the Arts,0.0,30574,Most difficult,17,3.91,715.0,700.0,,22279.0,38822.0,,9358.0,25901.0,9156,62,13267,28551
1576,University of North Carolina Wilmington,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1577,University of North Dakota,0.0,30574,Most difficult,17,3.91,715.0,700.0,,22069.0,34133.0,,8695.0,20759.0,8974,61,15228,Not reported
1578,University of North Florida,0.0,30574,Most difficult,17,3.91,715.0,700.0,,21510.0,35228.0,,6394.0,20112.0,9846,90,11708,19290
1579,University of North Georgia,0.0,30574,Most difficult,17,3.91,715.0,700.0,,23136.0,36948.0,,7336.0,21148.0,10800,68,10077,12345
1580,University of North Texas,0.0,30574,Most difficult,17,3.91,715.0,700.0,,25227.0,37677.0,,11250.0,23700.0,9727,61,12887,25808
1581,University of North Texas Health Science Center,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1582,University of Northern Colorado,0.0,30574,Most difficult,17,3.91,715.0,700.0,,26442.0,38130.0,,10188.0,21876.0,11204,77,15474,24149
1583,University of Northern Iowa,0.0,30574,Most difficult,17,3.91,715.0,700.0,,20934.0,31476.0,,8938.0,19480.0,8948,66,8239,24474
1584,University of Northwestern - St. Paul,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1585,University of Northwestern Ohio,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1586,University of Notre Dame,1.0,30574,Most difficult,17,3.91,715.0,700.0,71801,,,53391,,,15410,100,49971,27686
1587,University of Oregon,0.0,30574,Most difficult,17,3.91,715.0,700.0,,28837.0,52417.0,,11898.0,35478.0,12963,54,10422,25729
1588,University of Pennsylvania,1.0,30574,Most difficult,17,3.91,715.0,700.0,73960,,,57770,,,16190,100,51470,22103
1589,University of Pikeville,1.0,30574,Most difficult,17,3.91,715.0,700.0,37750,,,20950,,,7800,83,22745,23890
1590,University of Pittsburgh,0.0,30574,Most difficult,17,3.91,715.0,700.0,,33503.0,46475.0,,19080.0,32052.0,11050,54,12380,39462
1591,University of Portland,1.0,30574,Most difficult,17,3.91,715.0,700.0,59354,,,45904,,,13450,69,31489,29186
1592,University of Providence,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1593,University of Puget Sound,1.0,30574,Most difficult,17,3.91,715.0,700.0,68146,,,51740,,,13000,78,37175,32999
1594,University of Redlands,1.0,30574,Most difficult,17,3.91,715.0,700.0,63932,,,49504,,,14278,84,34212,32662
1595,University of Rhode Island,0.0,30574,Most difficult,17,3.91,715.0,700.0,,25579.0,42303.0,,14138.0,30862.0,7850,65,17862,34050
1596,University of Richmond,1.0,30574,Most difficult,17,3.91,715.0,700.0,69750,,,54690,,,12900,100,50153,27406
1597,University of Rio Grande,1.0,30574,Most difficult,17,3.91,715.0,700.0,Not available,,,Not reported,,,Not reported,82,5555,28617
1598,University of Rochester,1.0,30574,Most difficult,17,3.91,715.0,700.0,72375,,,53825,,,15860,96,52683,29553
1599,University of Saint Francis,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1600,University of Saint Joseph,1.0,30574,Most difficult,17,3.91,715.0,700.0,52279,,,39173,,,11428,79,29484,38916
1601,University of Saint Mary,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1602,University of San Diego,1.0,30574,Most difficult,17,3.91,715.0,700.0,65312,,,51186,,,14126,77,37317,31264
1603,University of San Francisco,1.0,30574,Most difficult,17,3.91,715.0,700.0,71092,,,50282,,,15410,74,37661,33475
1604,University of Science and Arts of Oklahoma,0.0,30574,Most difficult,17,3.91,715.0,700.0,,13780.0,24130.0,,7680.0,18030.0,6100,68,13306,21276
1605,University of Scranton,1.0,30574,Most difficult,17,3.91,715.0,700.0,62886,,,44532,,,15182,69,30261,41395
1606,University of Sioux Falls,1.0,30574,Most difficult,17,3.91,715.0,700.0,31060,,,18910,,,7550,79,13622,33862
1607,University of South Alabama,0.0,30574,Most difficult,17,3.91,715.0,700.0,,22290.0,31680.0,,9390.0,18780.0,7490,54,9894,Not reported
1608,University of South Carolina,0.0,30574,Most difficult,17,3.91,715.0,700.0,,23004.0,43686.0,,12616.0,33298.0,10388,79,9478,28169
1609,University of South Carolina-Aiken,0.0,30574,Most difficult,17,3.91,715.0,700.0,,24818.0,35276.0,,10760.0,21218.0,7766,66,11486,28908
1610,University of South Carolina-Beaufort,0.0,30574,Most difficult,17,3.91,715.0,700.0,,17900.0,28946.0,,10780.0,21826.0,7120,Not reported,Not reported,Not reported
1611,University of South Carolina-Upstate,0.0,30574,Most difficult,17,3.91,715.0,700.0,,26307.0,37809.0,,11688.0,23190.0,9480,52,10914,27935
1612,University of South Dakota,0.0,30574,Most difficult,17,3.91,715.0,700.0,,22856.0,26220.0,,9061.0,12425.0,8216,57,8255,29548
1613,University of South Florida,0.0,30574,Most difficult,17,3.91,715.0,700.0,Not available ch,,,17324,,,11610,68,13227,21565
1614,University of Southern California,1.0,30574,Most difficult,17,3.91,715.0,700.0,70758,,,54323,,,14885,100,54062,28228
1615,University of Southern Indiana,0.0,30574,Most difficult,17,3.91,715.0,700.0,,20655.0,31311.0,,7970.0,18626.0,8838,89,10778,24074
1616,University of Southern Maine,0.0,30574,Most difficult,17,3.91,715.0,700.0,,20170.0,33430.0,,9520.0,22780.0,9450,81,14356,Not reported
1617,University of Southern Mississippi,0.0,30574,Most difficult,17,3.91,715.0,700.0,,23516.0,25516.0,,8108.0,10108.0,10638,72,11328,28068
1618,University of St Thomas,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
1619,University of St. Augustine for Health Sciences,,30574,Most difficult,17,3.91,715.0,700.0,,,,,,,,,,
